C:\Users\shara\Desktop\Data\IMG\center_2020_03_22_15_20_09_416.jpg, C:\Users\shara\Desktop\Data\IMG\left_2020_03_22_15_20_09_416.jpg, C:\Users\shara\Desktop\Data\IMG\right_2020_03_22_15_20_09_416.jpg, 0, 0, 0, 7.808359E-05
C:\Users\shara\Desktop\Data\IMG\center_2020_03_22_15_20_09_540.jpg, C:\Users\shara\Desktop\Data\IMG\left_2020_03_22_15_20_09_540.jpg, C:\Users\shara\Desktop\Data\IMG\right_2020_03_22_15_20_09_540.jpg, 0, 0, 0, 7.822214E-05
C:\Users\shara\Desktop\Data\IMG\center_2020_03_22_15_20_09_643.jpg, C:\Users\shara\Desktop\Data\IMG\left_2020_03_22_15_20_09_643.jpg, C:\Users\shara\Desktop\Data\IMG\right_2020_03_22_15_20_09_643.jpg, 0, 0, 0, 7.873798E-05
C:\Users\shara\Desktop\Data\IMG\center_2020_03_22_15_20_09_805.jpg, C:\Users\shara\Desktop\Data\IMG\left_2020_03_22_15_20_09_805.jpg, C:\Users\shara\Desktop\Data\IMG\right_2020_03_22_15_20_09_805.jpg, 0, 0, 0, 8.05368E-05
C:\Users\shara\Desktop\Data\IMG\center_2020_03_22_15_20_09_913.jpg, C:\Users\shara\Desktop\Data\IMG\left_2020_03_22_15_20_09_913.jpg, C:\Users\shara\Desktop\Data\IMG\right_2020_03_22_15_20_09_913.jpg, 0, 0, 0, 7.837531E-05
C:\Users\shara\Desktop\Data\IMG\center_2020_03_22_15_20_10_023.jpg, C:\Users\shara\Desktop\Data\IMG\left_2020_03_22_15_20_10_023.jpg, C:\Users\shara\Desktop\Data\IMG\right_2020_03_22_15_20_10_023.jpg, 0, 0, 0, 8.006452E-05
C:\Users\shara\Desktop\Data\IMG\center_2020_03_22_15_20_10_132.jpg, C:\Users\shara\Desktop\Data\IMG\left_2020_03_22_15_20_10_132.jpg, C:\Users\shara\Desktop\Data\IMG\right_2020_03_22_15_20_10_132.jpg, 0, 0, 0, 7.93481E-05
C:\Users\shara\Desktop\Data\IMG\center_2020_03_22_15_20_10_288.jpg, C:\Users\shara\Desktop\Data\IMG\left_2020_03_22_15_20_10_288.jpg, C:\Users\shara\Desktop\Data\IMG\right_2020_03_22_15_20_10_288.jpg, 0, 0, 0, 7.854035E-05
C:\Users\shara\Desktop\Data\IMG\center_2020_03_22_15_20_10_462.jpg, C:\Users\shara\Desktop\Data\IMG\left_2020_03_22_15_20_10_462.jpg, C:\Users\shara\Desktop\Data\IMG\right_2020_03_22_15_20_10_462.jpg, 0, 0, 0, 7.827445E-05
C:\Users\shara\Desktop\Data\IMG\center_2020_03_22_15_20_10_573.jpg, C:\Users\shara\Desktop\Data\IMG\left_2020_03_22_15_20_10_573.jpg, C:\Users\shara\Desktop\Data\IMG\right_2020_03_22_15_20_10_573.jpg, 0, 0, 0, 7.997701E-05
C:\Users\shara\Desktop\Data\IMG\center_2020_03_22_15_20_10_736.jpg, C:\Users\shara\Desktop\Data\IMG\left_2020_03_22_15_20_10_736.jpg, C:\Users\shara\Desktop\Data\IMG\right_2020_03_22_15_20_10_736.jpg, 0, 0.4791, 0, 0.8665329
C:\Users\shara\Desktop\Data\IMG\center_2020_03_22_15_20_10_926.jpg, C:\Users\shara\Desktop\Data\IMG\left_2020_03_22_15_20_10_926.jpg, C:\Users\shara\Desktop\Data\IMG\right_2020_03_22_15_20_10_926.jpg, 0, 1, 0, 3.248825
C:\Users\shara\Desktop\Data\IMG\center_2020_03_22_15_20_11_095.jpg, C:\Users\shara\Desktop\Data\IMG\left_2020_03_22_15_20_11_095.jpg, C:\Users\shara\Desktop\Data\IMG\right_2020_03_22_15_20_11_095.jpg, 0, 1, 0, 5.1213
C:\Users\shara\Desktop\Data\IMG\center_2020_03_22_15_20_11_218.jpg, C:\Users\shara\Desktop\Data\IMG\left_2020_03_22_15_20_11_218.jpg, C:\Users\shara\Desktop\Data\IMG\right_2020_03_22_15_20_11_218.jpg, 0, 1, 0, 6.73499
C:\Users\shara\Desktop\Data\IMG\center_2020_03_22_15_20_11_404.jpg, C:\Users\shara\Desktop\Data\IMG\left_2020_03_22_15_20_11_404.jpg, C:\Users\shara\Desktop\Data\IMG\right_2020_03_22_15_20_11_404.jpg, -0.5547294, 1, 0, 8.613929
C:\Users\shara\Desktop\Data\IMG\center_2020_03_22_15_20_11_573.jpg, C:\Users\shara\Desktop\Data\IMG\left_2020_03_22_15_20_11_573.jpg, C:\Users\shara\Desktop\Data\IMG\right_2020_03_22_15_20_11_573.jpg, -0.04571187, 1, 0, 10.35948
C:\Users\shara\Desktop\Data\IMG\center_2020_03_22_15_20_11_748.jpg, C:\Users\shara\Desktop\Data\IMG\left_2020_03_22_15_20_11_748.jpg, C:\Users\shara\Desktop\Data\IMG\right_2020_03_22_15_20_11_748.jpg, 0, 1, 0, 12.37634
C:\Users\shara\Desktop\Data\IMG\center_2020_03_22_15_20_11_871.jpg, C:\Users\shara\Desktop\Data\IMG\left_2020_03_22_15_20_11_871.jpg, C:\Users\shara\Desktop\Data\IMG\right_2020_03_22_15_20_11_871.jpg, 0, 1, 0, 13.72699
C:\Users\shara\Desktop\Data\IMG\center_2020_03_22_15_20_11_998.jpg, C:\Users\shara\Desktop\Data\IMG\left_2020_03_22_15_20_11_998.jpg, C:\Users\shara\Desktop\Data\IMG\right_2020_03_22_15_20_11_998.jpg, 0, 1, 0, 14.97952
C:\Users\shara\Desktop\Data\IMG\center_2020_03_22_15_20_12_153.jpg, C:\Users\shara\Desktop\Data\IMG\left_2020_03_22_15_20_12_153.jpg, C:\Users\shara\Desktop\Data\IMG\right_2020_03_22_15_20_12_153.jpg, -0.4592124, 1, 0, 16.35706
C:\Users\shara\Desktop\Data\IMG\center_2020_03_22_15_20_12_282.jpg, C:\Users\shara\Desktop\Data\IMG\left_2020_03_22_15_20_12_282.jpg, C:\Users\shara\Desktop\Data\IMG\right_2020_03_22_15_20_12_282.jpg, -0.8489763, 1, 0, 17.43833
C:\Users\shara\Desktop\Data\IMG\center_2020_03_22_15_20_12_455.jpg, C:\Users\shara\Desktop\Data\IMG\left_2020_03_22_15_20_12_455.jpg, C:\Users\shara\Desktop\Data\IMG\right_2020_03_22_15_20_12_455.jpg, -0.3353304, 1, 0, 19.16313
C:\Users\shara\Desktop\Data\IMG\center_2020_03_22_15_20_12_655.jpg, C:\Users\shara\Desktop\Data\IMG\left_2020_03_22_15_20_12_655.jpg, C:\Users\shara\Desktop\Data\IMG\right_2020_03_22_15_20_12_655.jpg, 0, 1, 0, 21.11754
C:\Users\shara\Desktop\Data\IMG\center_2020_03_22_15_20_12_809.jpg, C:\Users\shara\Desktop\Data\IMG\left_2020_03_22_15_20_12_809.jpg, C:\Users\shara\Desktop\Data\IMG\right_2020_03_22_15_20_12_809.jpg, 0, 1, 0, 22.71911
C:\Users\shara\Desktop\Data\IMG\center_2020_03_22_15_20_13_008.jpg, C:\Users\shara\Desktop\Data\IMG\left_2020_03_22_15_20_13_008.jpg, C:\Users\shara\Desktop\Data\IMG\right_2020_03_22_15_20_13_008.jpg, 0, 1, 0, 24.67671
C:\Users\shara\Desktop\Data\IMG\center_2020_03_22_15_20_13_174.jpg, C:\Users\shara\Desktop\Data\IMG\left_2020_03_22_15_20_13_174.jpg, C:\Users\shara\Desktop\Data\IMG\right_2020_03_22_15_20_13_174.jpg, 0, 1, 0, 26.39846
C:\Users\shara\Desktop\Data\IMG\center_2020_03_22_15_20_13_273.jpg, C:\Users\shara\Desktop\Data\IMG\left_2020_03_22_15_20_13_273.jpg, C:\Users\shara\Desktop\Data\IMG\right_2020_03_22_15_20_13_273.jpg, 0, 1, 0, 27.34135
C:\Users\shara\Desktop\Data\IMG\center_2020_03_22_15_20_13_441.jpg, C:\Users\shara\Desktop\Data\IMG\left_2020_03_22_15_20_13_441.jpg, C:\Users\shara\Desktop\Data\IMG\right_2020_03_22_15_20_13_441.jpg, -0.4858851, 1, 0, 28.47783
C:\Users\shara\Desktop\Data\IMG\center_2020_03_22_15_20_13_592.jpg, C:\Users\shara\Desktop\Data\IMG\left_2020_03_22_15_20_13_592.jpg, C:\Users\shara\Desktop\Data\IMG\right_2020_03_22_15_20_13_592.jpg, -0.02846942, 1, 0, 29.74074
